parent_ticker,parent_cik10,parent_name,incorp_country_iso3,incorp_state_or_region,legal_form,latest_20f_year,latest_20f_accession,sources_used,lineage
JFU,0001619544,9F Inc.,,Cayman Islands,Corporation,,,DEI|CIK,"{""dei_path"": ""data\\intermediate\\dei_facts_20251008.csv"", ""cik_path"": ""data\\intermediate\\cik_map_20251008.csv""}"
JG,0001737339,Aurora Mobile Limited,,Cayman Islands,Limited,,,DEI|CIK,"{""dei_path"": ""data\\intermediate\\dei_facts_20251008.csv"", ""cik_path"": ""data\\intermediate\\cik_map_20251008.csv""}"
JKS,0001481513,"JinkoSolar Holding Co., Ltd.",,Cayman Islands,Limited,,,DEI|CIK,"{""dei_path"": ""data\\intermediate\\dei_facts_20251008.csv"", ""cik_path"": ""data\\intermediate\\cik_map_20251008.csv""}"
JWEL,0001805594,Jowell Global Ltd.,,Cayman Islands,Limited,,,DEI|CIK,"{""dei_path"": ""data\\intermediate\\dei_facts_20251008.csv"", ""cik_path"": ""data\\intermediate\\cik_map_20251008.csv""}"
JXG,0001546383,JX Luxventure group inc.,,Marshall Islands,Corporation,,,DEI|CIK,"{""dei_path"": ""data\\intermediate\\dei_facts_20251008.csv"", ""cik_path"": ""data\\intermediate\\cik_map_20251008.csv""}"
JYD,0001938186,Jayud Global Logistics Limited,,Cayman Islands,Limited,,,DEI|CIK,"{""dei_path"": ""data\\intermediate\\dei_facts_20251008.csv"", ""cik_path"": ""data\\intermediate\\cik_map_20251008.csv""}"
JZ,0001852440,Jianzhi Education Technology Group Company Limited,,Cayman Islands,Limited,,,DEI|CIK,"{""dei_path"": ""data\\intermediate\\dei_facts_20251008.csv"", ""cik_path"": ""data\\intermediate\\cik_map_20251008.csv""}"
JZXN,0001816172,Jiuzi Holdings Inc.,,Cayman Islands,Corporation,,,DEI|CIK,"{""dei_path"": ""data\\intermediate\\dei_facts_20251008.csv"", ""cik_path"": ""data\\intermediate\\cik_map_20251008.csv""}"
KC,0001795589,Kingsoft Cloud Holdings Ltd,,Cayman Islands,Limited,,,DEI|CIK,"{""dei_path"": ""data\\intermediate\\dei_facts_20251008.csv"", ""cik_path"": ""data\\intermediate\\cik_map_20251008.csv""}"
KNDI,0001720250,"Kandi Technologies Group, Inc.",,British Virgin Islands,Corporation,,,DEI|CIK,"{""dei_path"": ""data\\intermediate\\dei_facts_20251008.csv"", ""cik_path"": ""data\\intermediate\\cik_map_20251008.csv""}"
KRKR,0001779476,36Kr Holdings Inc.,,Cayman Islands,Corporation,,,DEI|CIK,"{""dei_path"": ""data\\intermediate\\dei_facts_20251008.csv"", ""cik_path"": ""data\\intermediate\\cik_map_20251008.csv""}"
KUKE,0001809158,Kuke Music Holding Limited,,Cayman Islands,Limited,,,DEI|CIK,"{""dei_path"": ""data\\intermediate\\dei_facts_20251008.csv"", ""cik_path"": ""data\\intermediate\\cik_map_20251008.csv""}"
KXIN,0001713539,Kaixin Holdings,,Cayman Islands,,,,DEI|CIK,"{""dei_path"": ""data\\intermediate\\dei_facts_20251008.csv"", ""cik_path"": ""data\\intermediate\\cik_map_20251008.csv""}"
LBGJ,0001896425,Li Bang International Corporation Inc.,,Cayman Islands,Corporation,,,DEI|CIK,"{""dei_path"": ""data\\intermediate\\dei_facts_20251008.csv"", ""cik_path"": ""data\\intermediate\\cik_map_20251008.csv""}"
LGCL,0001954694,Lucas GC Limited,,Cayman Islands,Limited,,,DEI|CIK,"{""dei_path"": ""data\\intermediate\\dei_facts_20251008.csv"", ""cik_path"": ""data\\intermediate\\cik_map_20251008.csv""}"
LI,0001791706,Li Auto Inc.,,Cayman Islands,Corporation,,,DEI|CIK,"{""dei_path"": ""data\\intermediate\\dei_facts_20251008.csv"", ""cik_path"": ""data\\intermediate\\cik_map_20251008.csv""}"
LICN,0001876766,Lichen International Limited,,Cayman Islands,Limited,,,DEI|CIK,"{""dei_path"": ""data\\intermediate\\dei_facts_20251008.csv"", ""cik_path"": ""data\\intermediate\\cik_map_20251008.csv""}"
LOBO,0001932072,LOBO EV TECHNOLOGIES LTD.,,British Virgin Islands,Limited,,,DEI|CIK,"{""dei_path"": ""data\\intermediate\\dei_facts_20251008.csv"", ""cik_path"": ""data\\intermediate\\cik_map_20251008.csv""}"
LSE,0001985139,"Leishen Energy Holding Co., Ltd.",,Cayman Islands,Limited,,,DEI|CIK,"{""dei_path"": ""data\\intermediate\\dei_facts_20251008.csv"", ""cik_path"": ""data\\intermediate\\cik_map_20251008.csv""}"
LU,0001816007,Lufax Holding Ltd,,Cayman Islands,Limited,,,DEI|CIK,"{""dei_path"": ""data\\intermediate\\dei_facts_20251008.csv"", ""cik_path"": ""data\\intermediate\\cik_map_20251008.csv""}"
LUD,0001984124,LUDA TECHNOLOGY GROUP LIMITED,,Cayman Islands,Limited,,,DEI|CIK,"{""dei_path"": ""data\\intermediate\\dei_facts_20251008.csv"", ""cik_path"": ""data\\intermediate\\cik_map_20251008.csv""}"
LX,0001708259,LexinFintech Holdings Ltd.,,Cayman Islands,Limited,,,DEI|CIK,"{""dei_path"": ""data\\intermediate\\dei_facts_20251008.csv"", ""cik_path"": ""data\\intermediate\\cik_map_20251008.csv""}"
LXEH,0001814067,"Lixiang Education Holding Co., Ltd.",,Cayman Islands,Limited,,,DEI|CIK,"{""dei_path"": ""data\\intermediate\\dei_facts_20251008.csv"", ""cik_path"": ""data\\intermediate\\cik_map_20251008.csv""}"
LZMH,0001967397,LZ Technology Holdings Limited,,Cayman Islands,Limited,,,DEI|CIK,"{""dei_path"": ""data\\intermediate\\dei_facts_20251008.csv"", ""cik_path"": ""data\\intermediate\\cik_map_20251008.csv""}"
MASK,0001993097,3 E Network Technology Group Ltd,,"Virgin Islands, British",,,,submissions|DEI|CIK,"{""submissions_path"": ""data\\raw\\EDGAR\\MASK\\submissions.json"", ""dei_path"": ""data\\intermediate\\dei_facts_20251008.csv"", ""cik_path"": ""data\\intermediate\\cik_map_20251008.csv""}"
MATH,0001682241,Metalpha Technology Holding Limited,,Cayman Islands,Limited,,,DEI|CIK,"{""dei_path"": ""data\\intermediate\\dei_facts_20251008.csv"", ""cik_path"": ""data\\intermediate\\cik_map_20251008.csv""}"
MFH,0001527762,Mercurity Fintech Holding Inc.,,Cayman Islands,Corporation,,,DEI|CIK,"{""dei_path"": ""data\\intermediate\\dei_facts_20251008.csv"", ""cik_path"": ""data\\intermediate\\cik_map_20251008.csv""}"
MGIH,0001903995,Millennium Group International Holdings Limited,,Cayman Islands,Limited,,,DEI|CIK,"{""dei_path"": ""data\\intermediate\\dei_facts_20251008.csv"", ""cik_path"": ""data\\intermediate\\cik_map_20251008.csv""}"
MHUA,0001835615,"MEIHUA INTERNATIONAL MEDICAL TECHNOLOGIES cO., LTD.",,Cayman Islands,Limited,,,DEI|CIK,"{""dei_path"": ""data\\intermediate\\dei_facts_20251008.csv"", ""cik_path"": ""data\\intermediate\\cik_map_20251008.csv""}"
MNSO,0001815846,MINISO Group Holding Limited,,Cayman Islands,Limited,,,DEI|CIK,"{""dei_path"": ""data\\intermediate\\dei_facts_20251008.csv"", ""cik_path"": ""data\\intermediate\\cik_map_20251008.csv""}"
MOMO,0001610601,Hello Group Inc.,,Cayman Islands,Corporation,,,DEI|CIK,"{""dei_path"": ""data\\intermediate\\dei_facts_20251008.csv"", ""cik_path"": ""data\\intermediate\\cik_map_20251008.csv""}"
MSC,0001713334,STUDIO CITY INTERNATIONAL HOLDINGS LIMITED,,Cayman Islands,Limited,,,DEI|CIK,"{""dei_path"": ""data\\intermediate\\dei_facts_20251008.csv"", ""cik_path"": ""data\\intermediate\\cik_map_20251008.csv""}"
MTC,0001742518,"MMTEC, INC.",,British Virgin Islands,Corporation,,,DEI|CIK,"{""dei_path"": ""data\\intermediate\\dei_facts_20251008.csv"", ""cik_path"": ""data\\intermediate\\cik_map_20251008.csv""}"
MTEN,0001948099,Mingteng International Corporation Inc.,,Cayman Islands,Corporation,,,DEI|CIK,"{""dei_path"": ""data\\intermediate\\dei_facts_20251008.csv"", ""cik_path"": ""data\\intermediate\\cik_map_20251008.csv""}"
NAAS,0001712178,NaaS Technology Inc.,,Cayman Islands,Corporation,,,DEI|CIK,"{""dei_path"": ""data\\intermediate\\dei_facts_20251008.csv"", ""cik_path"": ""data\\intermediate\\cik_map_20251008.csv""}"
NAMI,0001967631,Jinxin Technology Holding Company,,Cayman Islands,,,,DEI|CIK,"{""dei_path"": ""data\\intermediate\\dei_facts_20251008.csv"", ""cik_path"": ""data\\intermediate\\cik_map_20251008.csv""}"
NCTY,0001296774,The9 LTD,,Cayman Islands,Limited,,,DEI|CIK,"{""dei_path"": ""data\\intermediate\\dei_facts_20251008.csv"", ""cik_path"": ""data\\intermediate\\cik_map_20251008.csv""}"
NIO,0001736541,NIO Inc.,,Cayman Islands,Corporation,,,DEI|CIK,"{""dei_path"": ""data\\intermediate\\dei_facts_20251008.csv"", ""cik_path"": ""data\\intermediate\\cik_map_20251008.csv""}"
NISN,0001603993,"NISUN INTERNATIONAL ENTERPRISE DEVELOPMENT GROUP CO., LTD",,British Virgin Islands,Limited,,,DEI|CIK,"{""dei_path"": ""data\\intermediate\\dei_facts_20251008.csv"", ""cik_path"": ""data\\intermediate\\cik_map_20251008.csv""}"
NIU,0001744781,Niu Technologies,,Cayman Islands,,,,DEI|CIK,"{""dei_path"": ""data\\intermediate\\dei_facts_20251008.csv"", ""cik_path"": ""data\\intermediate\\cik_map_20251008.csv""}"
NOAH,0001499543,Noah Holdings Ltd,,Cayman Islands,Limited,,,DEI|CIK,"{""dei_path"": ""data\\intermediate\\dei_facts_20251008.csv"", ""cik_path"": ""data\\intermediate\\cik_map_20251008.csv""}"
NTCL,0001927578,NETCLASS TECHNOLOGY INC,,Cayman Islands,Corporation,,,DEI|CIK,"{""dei_path"": ""data\\intermediate\\dei_facts_20251008.csv"", ""cik_path"": ""data\\intermediate\\cik_map_20251008.csv""}"
NTES,0001110646,"NETEASE, INC.",,Cayman Islands,Corporation,,,DEI|CIK,"{""dei_path"": ""data\\intermediate\\dei_facts_20251008.csv"", ""cik_path"": ""data\\intermediate\\cik_map_20251008.csv""}"
NXTT,0001784970,Next Technology Holding Inc.,,WY,,,,submissions|DEI|CIK,"{""submissions_path"": ""data\\raw\\EDGAR\\NXTT\\submissions.json"", ""dei_path"": ""data\\intermediate\\dei_facts_20251008.csv"", ""cik_path"": ""data\\intermediate\\cik_map_20251008.csv""}"
OCFT,0001780531,"OneConnect Financial Technology Co., Ltd.",,Cayman Islands,Limited,,,DEI|CIK,"{""dei_path"": ""data\\intermediate\\dei_facts_20251008.csv"", ""cik_path"": ""data\\intermediate\\cik_map_20251008.csv""}"
OCG,0001776067,"Oriental Culture Holding, LTD.",,Cayman Islands,Limited,,,DEI|CIK,"{""dei_path"": ""data\\intermediate\\dei_facts_20251008.csv"", ""cik_path"": ""data\\intermediate\\cik_map_20251008.csv""}"
ONC,0001651308,BeOne Medicines Ltd.,,,,,,submissions|DEI|CIK,"{""submissions_path"": ""data\\raw\\EDGAR\\ONC\\submissions.json"", ""dei_path"": ""data\\intermediate\\dei_facts_20251008.csv"", ""cik_path"": ""data\\intermediate\\cik_map_20251008.csv""}"
ORIS,0001964664,ORIENTAL RISE HOLDINGS LIMITED,,Cayman Islands,Limited,,,DEI|CIK,"{""dei_path"": ""data\\intermediate\\dei_facts_20251008.csv"", ""cik_path"": ""data\\intermediate\\cik_map_20251008.csv""}"
OST,0001803407,"Ostin Technology Group Co., Ltd.",,Cayman Islands,Limited,,,DEI|CIK,"{""dei_path"": ""data\\intermediate\\dei_facts_20251008.csv"", ""cik_path"": ""data\\intermediate\\cik_map_20251008.csv""}"
PAVS,0001751876,Paranovus Entertainment Technology Ltd.,,Cayman Islands,Limited,,,DEI|CIK,"{""dei_path"": ""data\\intermediate\\dei_facts_20251008.csv"", ""cik_path"": ""data\\intermediate\\cik_map_20251008.csv""}"
PDD,0001737806,PDD Holdings Inc.,,Cayman Islands,Corporation,,,DEI|CIK,"{""dei_path"": ""data\\intermediate\\dei_facts_20251008.csv"", ""cik_path"": ""data\\intermediate\\cik_map_20251008.csv""}"
PETZ,0001684425,"TDH Holdings, Inc.",,British Virgin Islands,Corporation,,,DEI|CIK,"{""dei_path"": ""data\\intermediate\\dei_facts_20251008.csv"", ""cik_path"": ""data\\intermediate\\cik_map_20251008.csv""}"
PHH,0001986247,"Park Ha Biological Technology Co., Ltd.",,Cayman Islands,Limited,,,DEI|CIK,"{""dei_path"": ""data\\intermediate\\dei_facts_20251008.csv"", ""cik_path"": ""data\\intermediate\\cik_map_20251008.csv""}"
PLAG,0001117057,Planet Green Holdings Corp.,,NV,,,,submissions|DEI|CIK,"{""submissions_path"": ""data\\raw\\EDGAR\\PLAG\\submissions.json"", ""dei_path"": ""data\\intermediate\\dei_facts_20251008.csv"", ""cik_path"": ""data\\intermediate\\cik_map_20251008.csv""}"
PONY,0001969302,Pony AI Inc.,,Cayman Islands,Corporation,,,DEI|CIK,"{""dei_path"": ""data\\intermediate\\dei_facts_20251008.csv"", ""cik_path"": ""data\\intermediate\\cik_map_20251008.csv""}"
PT,0001716338,Pintec Technology Holdings Limited,,Cayman Islands,Limited,,,DEI|CIK,"{""dei_path"": ""data\\intermediate\\dei_facts_20251008.csv"", ""cik_path"": ""data\\intermediate\\cik_map_20251008.csv""}"
PTHL,0001970544,Pheton Holdings Ltd,,Cayman Islands,Limited,,,DEI|CIK,"{""dei_path"": ""data\\intermediate\\dei_facts_20251008.csv"", ""cik_path"": ""data\\intermediate\\cik_map_20251008.csv""}"
QD,0001692705,Qudian Inc.,,Cayman Islands,Corporation,,,DEI|CIK,"{""dei_path"": ""data\\intermediate\\dei_facts_20251008.csv"", ""cik_path"": ""data\\intermediate\\cik_map_20251008.csv""}"
QFIN,0001741530,"Qifu Technology, Inc.",,Cayman Islands,Corporation,,,DEI|CIK,"{""dei_path"": ""data\\intermediate\\dei_facts_20251008.csv"", ""cik_path"": ""data\\intermediate\\cik_map_20251008.csv""}"
QH,0001781193,QUHUO Ltd,,Cayman Islands,Limited,,,DEI|CIK,"{""dei_path"": ""data\\intermediate\\dei_facts_20251008.csv"", ""cik_path"": ""data\\intermediate\\cik_map_20251008.csv""}"
QSG,0001932770,QuantaSing Group Limited,,Cayman Islands,Limited,,,DEI|CIK,"{""dei_path"": ""data\\intermediate\\dei_facts_20251008.csv"", ""cik_path"": ""data\\intermediate\\cik_map_20251008.csv""}"
RAYA,0001825875,Erayak Power Solution Group Inc.,,Cayman Islands,Corporation,,,DEI|CIK,"{""dei_path"": ""data\\intermediate\\dei_facts_20251008.csv"", ""cik_path"": ""data\\intermediate\\cik_map_20251008.csv""}"
RCON,0001442620,"RECON TECHNOLOGY, LTD",,Cayman Islands,Limited,,,DEI|CIK,"{""dei_path"": ""data\\intermediate\\dei_facts_20251008.csv"", ""cik_path"": ""data\\intermediate\\cik_map_20251008.csv""}"
RDGT,0001856084,"Ridgetech, Inc.",,Cayman Islands,Corporation,,,DEI|CIK,"{""dei_path"": ""data\\intermediate\\dei_facts_20251008.csv"", ""cik_path"": ""data\\intermediate\\cik_map_20251008.csv""}"
RERE,0001838957,ATRenew Inc.,,Cayman Islands,Corporation,,,DEI|CIK,"{""dei_path"": ""data\\intermediate\\dei_facts_20251008.csv"", ""cik_path"": ""data\\intermediate\\cik_map_20251008.csv""}"
RETO,0001687277,"RETO ECO-SOLUTIONS, INC.",,British Virgin Islands,Corporation,,,DEI|CIK,"{""dei_path"": ""data\\intermediate\\dei_facts_20251008.csv"", ""cik_path"": ""data\\intermediate\\cik_map_20251008.csv""}"
SEED,0001321851,Origin Agritech Limited,,British Virgin Islands,Limited,,,DEI|CIK,"{""dei_path"": ""data\\intermediate\\dei_facts_20251008.csv"", ""cik_path"": ""data\\intermediate\\cik_map_20251008.csv""}"
SFHG,0001926792,SAMFINE CREATION HOLDINGS GROUP LIMITED,,C ayman Islands,Limited,,,DEI|CIK,"{""dei_path"": ""data\\intermediate\\dei_facts_20251008.csv"", ""cik_path"": ""data\\intermediate\\cik_map_20251008.csv""}"
SFWL,0001863218,Shengfeng Development Limited,,Cayman Islands,Limited,,,DEI|CIK,"{""dei_path"": ""data\\intermediate\\dei_facts_20251008.csv"", ""cik_path"": ""data\\intermediate\\cik_map_20251008.csv""}"
SISI,0001300734,"SHINECO, INC.",,,,,,submissions|DEI|CIK,"{""submissions_path"": ""data\\raw\\EDGAR\\SISI\\submissions.json"", ""dei_path"": ""data\\intermediate\\dei_facts_20251008.csv"", ""cik_path"": ""data\\intermediate\\cik_map_20251008.csv""}"
SJ,0001753673,SCIENJOY HOLDING CORPORATION,,British Virgin Islands,Corporation,,,DEI|CIK,"{""dei_path"": ""data\\intermediate\\dei_facts_20251008.csv"", ""cik_path"": ""data\\intermediate\\cik_map_20251008.csv""}"
SNTG,0001810467,Sentage Holdings Inc.,,Cayman Islands,Corporation,,,DEI|CIK,"{""dei_path"": ""data\\intermediate\\dei_facts_20251008.csv"", ""cik_path"": ""data\\intermediate\\cik_map_20251008.csv""}"
SOGP,0001783407,Sound Group Inc.,,Cayman Islands,Corporation,,,DEI|CIK,"{""dei_path"": ""data\\intermediate\\dei_facts_20251008.csv"", ""cik_path"": ""data\\intermediate\\cik_map_20251008.csv""}"
SOHU,0001734107,SOHU.COM LIMITED,,Cayman Islands,Limited,,,DEI|CIK,"{""dei_path"": ""data\\intermediate\\dei_facts_20251008.csv"", ""cik_path"": ""data\\intermediate\\cik_map_20251008.csv""}"
SOL,0001417892,EMEREN GROUP LTD,,"Virgin Islands, British",Limited,,,DEI|CIK|submissions,"{""dei_path"": ""data\\intermediate\\dei_facts_20251008.csv"", ""cik_path"": ""data\\intermediate\\cik_map_20251008.csv"", ""submissions_path"": ""data\\raw\\EDGAR\\SOL\\submissions.json""}"
SOS,0001346610,SOS Limited,,Cayman Islands,Limited,,,DEI|CIK,"{""dei_path"": ""data\\intermediate\\dei_facts_20251008.csv"", ""cik_path"": ""data\\intermediate\\cik_map_20251008.csv""}"
STEC,0001785680,Santech Holdings Limited,,Cayman Islands,Limited,,,DEI|CIK,"{""dei_path"": ""data\\intermediate\\dei_facts_20251008.csv"", ""cik_path"": ""data\\intermediate\\cik_map_20251008.csv""}"
STFS,0002003061,Star Fashion Culture Holdings Limited,,Cayman Islands,Limited,,,DEI|CIK,"{""dei_path"": ""data\\intermediate\\dei_facts_20251008.csv"", ""cik_path"": ""data\\intermediate\\cik_map_20251008.csv""}"
STG,0001723935,Sunlands Technology Group,,Cayman Islands,,,,DEI|CIK,"{""dei_path"": ""data\\intermediate\\dei_facts_20251008.csv"", ""cik_path"": ""data\\intermediate\\cik_map_20251008.csv""}"
SXTC,0001723980,"China SXT Pharmaceuticals, Inc.",,British Virgin Islands,Corporation,,,DEI|CIK,"{""dei_path"": ""data\\intermediate\\dei_facts_20251008.csv"", ""cik_path"": ""data\\intermediate\\cik_map_20251008.csv""}"
SY,0001758530,So-Young International Inc.,,Cayman Islands,Corporation,,,DEI|CIK,"{""dei_path"": ""data\\intermediate\\dei_facts_20251008.csv"", ""cik_path"": ""data\\intermediate\\cik_map_20251008.csv""}"
TAL,0001499620,TAL Education Group,,Cayman Islands,,,,DEI|CIK,"{""dei_path"": ""data\\intermediate\\dei_facts_20251008.csv"", ""cik_path"": ""data\\intermediate\\cik_map_20251008.csv""}"
TANH,0001588084,TANTECH HOLDINGS LTD,,British Virgin Islands,Limited,,,DEI|CIK,"{""dei_path"": ""data\\intermediate\\dei_facts_20251008.csv"", ""cik_path"": ""data\\intermediate\\cik_map_20251008.csv""}"
TAOP,0001552670,TAOPING INC.,,"Virgin Islands, British",Corporation,,,DEI|CIK|submissions,"{""dei_path"": ""data\\intermediate\\dei_facts_20251008.csv"", ""cik_path"": ""data\\intermediate\\cik_map_20251008.csv"", ""submissions_path"": ""data\\raw\\EDGAR\\TAOP\\submissions.json""}"
TC,0001743340,Token Cat Limited,,Cayman Islands,Limited,,,DEI|CIK,"{""dei_path"": ""data\\intermediate\\dei_facts_20251008.csv"", ""cik_path"": ""data\\intermediate\\cik_map_20251008.csv""}"
TCOM,0001269238,Trip.com Group Limited,,Cayman Islands,Limited,,,DEI|CIK,"{""dei_path"": ""data\\intermediate\\dei_facts_20251008.csv"", ""cik_path"": ""data\\intermediate\\cik_map_20251008.csv""}"
THCH,0001877333,TH International Limited,,Cayman Islands,Limited,,,DEI|CIK,"{""dei_path"": ""data\\intermediate\\dei_facts_20251008.csv"", ""cik_path"": ""data\\intermediate\\cik_map_20251008.csv""}"
TIGR,0001756699,UP FINTECH HOLDING LIMITED,,Cayman Islands,Limited,,,DEI|CIK,"{""dei_path"": ""data\\intermediate\\dei_facts_20251008.csv"", ""cik_path"": ""data\\intermediate\\cik_map_20251008.csv""}"
TIRX,0001782941,TIAN RUIXIANG Holdings Ltd,,Cayman Islands,Limited,,,DEI|CIK,"{""dei_path"": ""data\\intermediate\\dei_facts_20251008.csv"", ""cik_path"": ""data\\intermediate\\cik_map_20251008.csv""}"
TME,0001744676,Tencent Music Entertainment Group,,Cayman Islands,,,,DEI|CIK,"{""dei_path"": ""data\\intermediate\\dei_facts_20251008.csv"", ""cik_path"": ""data\\intermediate\\cik_map_20251008.csv""}"
TOUR,0001597095,Tuniu Corp,,Cayman Islands,Corporation,,,DEI|CIK,"{""dei_path"": ""data\\intermediate\\dei_facts_20251008.csv"", ""cik_path"": ""data\\intermediate\\cik_map_20251008.csv""}"
TUYA,0001829118,Tuya Inc.,,Cayman Islands,Corporation,,,DEI|CIK,"{""dei_path"": ""data\\intermediate\\dei_facts_20251008.csv"", ""cik_path"": ""data\\intermediate\\cik_map_20251008.csv""}"
UBXG,0001888525,U-BX Technology Ltd.,,Cayman Islands,Limited,,,DEI|CIK,"{""dei_path"": ""data\\intermediate\\dei_facts_20251008.csv"", ""cik_path"": ""data\\intermediate\\cik_map_20251008.csv""}"
UCAR,0001939780,U Power Limited,,Cayman Islands,Limited,,,DEI|CIK,"{""dei_path"": ""data\\intermediate\\dei_facts_20251008.csv"", ""cik_path"": ""data\\intermediate\\cik_map_20251008.csv""}"
UCL,0001775898,UCLOUDLINK GROUP INC.,,Cayman Islands,Corporation,,,DEI|CIK,"{""dei_path"": ""data\\intermediate\\dei_facts_20251008.csv"", ""cik_path"": ""data\\intermediate\\cik_map_20251008.csv""}"
UK,0001821424,UCOMMUNE INTERNATIONAL LTD,,Cayman Islands,Limited,,,DEI|CIK,"{""dei_path"": ""data\\intermediate\\dei_facts_20251008.csv"", ""cik_path"": ""data\\intermediate\\cik_map_20251008.csv""}"
UOKA,0001741534,MDJM LTD,,Cayman Islands,Limited,,,DEI|CIK,"{""dei_path"": ""data\\intermediate\\dei_facts_20251008.csv"", ""cik_path"": ""data\\intermediate\\cik_map_20251008.csv""}"
UPC,0001809616,Universe Pharmaceuticals INC,,Cayman Islands,Corporation,,,DEI|CIK,"{""dei_path"": ""data\\intermediate\\dei_facts_20251008.csv"", ""cik_path"": ""data\\intermediate\\cik_map_20251008.csv""}"
UTSI,0001030471,UTStarcom Holdings Corp.,,Cayman Islands,Corporation,,,DEI|CIK,"{""dei_path"": ""data\\intermediate\\dei_facts_20251008.csv"", ""cik_path"": ""data\\intermediate\\cik_map_20251008.csv""}"
UXIN,0001729173,Uxin Limited,,Cayman Islands,Limited,,,DEI|CIK,"{""dei_path"": ""data\\intermediate\\dei_facts_20251008.csv"", ""cik_path"": ""data\\intermediate\\cik_map_20251008.csv""}"
VIOT,0001742770,"Viomi Technology Co., Ltd",,Cayman Islands,Limited,,,DEI|CIK,"{""dei_path"": ""data\\intermediate\\dei_facts_20251008.csv"", ""cik_path"": ""data\\intermediate\\cik_map_20251008.csv""}"
VNET,0001508475,"VNET Group, Inc.",,Cayman Islands,Corporation,,,DEI|CIK,"{""dei_path"": ""data\\intermediate\\dei_facts_20251008.csv"", ""cik_path"": ""data\\intermediate\\cik_map_20251008.csv""}"
WAFU,0001716770,Wah Fu Education Group Ltd.,,British Virgin Islands,Limited,,,DEI|CIK,"{""dei_path"": ""data\\intermediate\\dei_facts_20251008.csv"", ""cik_path"": ""data\\intermediate\\cik_map_20251008.csv""}"
WAI,0001938865,TOP KINGWIN LTD,,Cayman Islands,Limited,,,DEI|CIK,"{""dei_path"": ""data\\intermediate\\dei_facts_20251008.csv"", ""cik_path"": ""data\\intermediate\\cik_map_20251008.csv""}"
WB,0001595761,WEIBO CORPORATION,,Cayman Islands,Corporation,,,DEI|CIK,"{""dei_path"": ""data\\intermediate\\dei_facts_20251008.csv"", ""cik_path"": ""data\\intermediate\\cik_map_20251008.csv""}"
WDH,0001823986,Waterdrop Inc.,,Cayman Islands,Corporation,,,DEI|CIK,"{""dei_path"": ""data\\intermediate\\dei_facts_20251008.csv"", ""cik_path"": ""data\\intermediate\\cik_map_20251008.csv""}"
WETH,0001826660,Wetouch Technology Inc.,,NV,,,,submissions|DEI|CIK,"{""submissions_path"": ""data\\raw\\EDGAR\\WETH\\submissions.json"", ""dei_path"": ""data\\intermediate\\dei_facts_20251008.csv"", ""cik_path"": ""data\\intermediate\\cik_map_20251008.csv""}"
WETO,0001941158,Webus International Ltd.,,Cayman Islands,,,,submissions|DEI|CIK,"{""submissions_path"": ""data\\raw\\EDGAR\\WETO\\submissions.json"", ""dei_path"": ""data\\intermediate\\dei_facts_20251008.csv"", ""cik_path"": ""data\\intermediate\\cik_map_20251008.csv""}"
WIMI,0001770088,WiMi Hologram Cloud Inc.,,Cayman Islands,Corporation,,,DEI|CIK,"{""dei_path"": ""data\\intermediate\\dei_facts_20251008.csv"", ""cik_path"": ""data\\intermediate\\cik_map_20251008.csv""}"
WNW,0001787803,Meiwu Technology Company Limited,,British Virgin Islands,Limited,,,DEI|CIK,"{""dei_path"": ""data\\intermediate\\dei_facts_20251008.csv"", ""cik_path"": ""data\\intermediate\\cik_map_20251008.csv""}"
WOK,0001929783,WORK Medical Technology Group LTD,,Cayman Islands,Limited,,,DEI|CIK,"{""dei_path"": ""data\\intermediate\\dei_facts_20251008.csv"", ""cik_path"": ""data\\intermediate\\cik_map_20251008.csv""}"
WRD,0001867729,WeRide Inc.,,Cayman Islands,Corporation,,,DEI|CIK,"{""dei_path"": ""data\\intermediate\\dei_facts_20251008.csv"", ""cik_path"": ""data\\intermediate\\cik_map_20251008.csv""}"
WTO,0001789299,UTime Limited,,Cayman Islands,Limited,,,DEI|CIK,"{""dei_path"": ""data\\intermediate\\dei_facts_20251008.csv"", ""cik_path"": ""data\\intermediate\\cik_map_20251008.csv""}"
WYHG,0001999860,Wing Yip Food Holdings Group Limited,,Hong Kong,Limited,,,DEI|CIK,"{""dei_path"": ""data\\intermediate\\dei_facts_20251008.csv"", ""cik_path"": ""data\\intermediate\\cik_map_20251008.csv""}"
XCH,0001979887,XCHG Limited,,Cayman Islands,Limited,,,DEI|CIK,"{""dei_path"": ""data\\intermediate\\dei_facts_20251008.csv"", ""cik_path"": ""data\\intermediate\\cik_map_20251008.csv""}"
XHG,0001769256,XChange TEC.INC,,Cayman Islands,Corporation,,,DEI|CIK,"{""dei_path"": ""data\\intermediate\\dei_facts_20251008.csv"", ""cik_path"": ""data\\intermediate\\cik_map_20251008.csv""}"
XIN,0001398453,"XINYUAN REAL ESTATE CO., LTD.",,Cayman Islands,Limited,,,DEI|CIK,"{""dei_path"": ""data\\intermediate\\dei_facts_20251008.csv"", ""cik_path"": ""data\\intermediate\\cik_map_20251008.csv""}"
XNET,0001510593,Xunlei Ltd,,Cayman Islands,Limited,,,DEI|CIK,"{""dei_path"": ""data\\intermediate\\dei_facts_20251008.csv"", ""cik_path"": ""data\\intermediate\\cik_map_20251008.csv""}"
