parent_ticker,parent_cik10,parent_name,incorp_country_iso3,incorp_state_or_region,legal_form,latest_20f_year,latest_20f_accession,sources_used,lineage
HAO,0001954594,Haoxi Health Technology Limited,CYM,Cayman Islands,Limited,2024.0,000121390024091443.html,DEI|CIK|20-F,"{""dei_path"": ""data\\intermediate\\dei_facts_20251120.csv"", ""cik_path"": ""data\\intermediate\\cik_map_20251120.csv"", ""companies_path"": ""companies\\HAO""}"
HCAI,0001958399,"Huachen AI Parking Management Technology Holding Co., Ltd",CYM,Cayman Islands,Limited,2025.0,000121390025044209.html,DEI|CIK|20-F,"{""dei_path"": ""data\\intermediate\\dei_facts_20251120.csv"", ""cik_path"": ""data\\intermediate\\cik_map_20251120.csv"", ""companies_path"": ""companies\\HCAI""}"
HCM,0001648257,HutchMED (China) LIMITED,CYM,Cayman Islands,Limited,2025.0,000141057825000377.html,DEI|CIK|20-F,"{""dei_path"": ""data\\intermediate\\dei_facts_20251120.csv"", ""cik_path"": ""data\\intermediate\\cik_map_20251120.csv"", ""companies_path"": ""companies\\HCM""}"
HIHO,0001026785,HIGHWAY HOLDINGS LIMITED,VGB,British Virgin Islands,Limited,2025.0,000121390025059629.html,DEI|CIK|20-F,"{""dei_path"": ""data\\intermediate\\dei_facts_20251120.csv"", ""cik_path"": ""data\\intermediate\\cik_map_20251120.csv"", ""companies_path"": ""companies\\HIHO""}"
HKIT,0001742341,HITEK GLOBAL INC.,CYM,Cayman Islands,Corporation,2025.0,000121390025035602.html,DEI|CIK|20-F,"{""dei_path"": ""data\\intermediate\\dei_facts_20251120.csv"", ""cik_path"": ""data\\intermediate\\cik_map_20251120.csv"", ""companies_path"": ""companies\\HKIT""}"
HSAI,0001861737,Hesai Group,CYM,Cayman Islands,,2025.0,000141057825000614.html,DEI|CIK|20-F,"{""dei_path"": ""data\\intermediate\\dei_facts_20251120.csv"", ""cik_path"": ""data\\intermediate\\cik_map_20251120.csv"", ""companies_path"": ""companies\\HSAI""}"
HTHT,0001483994,H World Group Ltd,CYM,Cayman Islands,Limited,2025.0,000141057825000900.html,DEI|CIK|submissions|20-F,"{""dei_path"": ""data\\intermediate\\dei_facts_20251120.csv"", ""cik_path"": ""data\\intermediate\\cik_map_20251120.csv"", ""submissions_path"": ""data\\raw\\EDGAR\\HTHT\\submissions.json"", ""companies_path"": ""companies\\HTHT""}"
HUDI,0001791725,"Huadi International Group Co., Ltd.",CYM,Cayman Islands,Limited,2025.0,000121390025008430.html,DEI|CIK|20-F,"{""dei_path"": ""data\\intermediate\\dei_facts_20251120.csv"", ""cik_path"": ""data\\intermediate\\cik_map_20251120.csv"", ""companies_path"": ""companies\\HUDI""}"
HUHU,0001945415,HUHUTECH International Group Inc.,CYM,Cayman Islands,Corporation,2025.0,000121390025036389.html,DEI|CIK|20-F,"{""dei_path"": ""data\\intermediate\\dei_facts_20251120.csv"", ""cik_path"": ""data\\intermediate\\cik_map_20251120.csv"", ""companies_path"": ""companies\\HUHU""}"
HUIZ,0001778982,Huize Holding Limited,CYM,Cayman Islands,Limited,2025.0,000119312525091356.html,DEI|CIK|20-F,"{""dei_path"": ""data\\intermediate\\dei_facts_20251120.csv"", ""cik_path"": ""data\\intermediate\\cik_map_20251120.csv"", ""companies_path"": ""companies\\HUIZ""}"
HUYA,0001728190,HUYA Inc.,CYM,Cayman Islands,Corporation,2025.0,000141057825000781.html,DEI|CIK|20-F,"{""dei_path"": ""data\\intermediate\\dei_facts_20251120.csv"", ""cik_path"": ""data\\intermediate\\cik_map_20251120.csv"", ""companies_path"": ""companies\\HUYA""}"
ICG,0001895597,Intchains Group Limited,CYM,Cayman Islands,Limited,2025.0,000119312525105589.html,DEI|CIK|20-F,"{""dei_path"": ""data\\intermediate\\dei_facts_20251120.csv"", ""cik_path"": ""data\\intermediate\\cik_map_20251120.csv"", ""companies_path"": ""companies\\ICG""}"
IFBD,0001815566,"Infobird Co., Ltd",CYM,Cayman Islands,Limited,2025.0,000173112225000559.html,DEI|CIK|20-F,"{""dei_path"": ""data\\intermediate\\dei_facts_20251120.csv"", ""cik_path"": ""data\\intermediate\\cik_map_20251120.csv"", ""companies_path"": ""companies\\IFBD""}"
IH,0001814423,iHuman Inc.,CYM,Cayman Islands,Corporation,2025.0,000141057825000944.html,DEI|CIK|20-F,"{""dei_path"": ""data\\intermediate\\dei_facts_20251120.csv"", ""cik_path"": ""data\\intermediate\\cik_map_20251120.csv"", ""companies_path"": ""companies\\IH""}"
ILAG,0001814963,INTELLIGENT LIVING APPLICATION GROUP INC.,CYM,Cayman Islands,Corporation,2025.0,000164117225006445.html,DEI|CIK|20-F,"{""dei_path"": ""data\\intermediate\\dei_facts_20251120.csv"", ""cik_path"": ""data\\intermediate\\cik_map_20251120.csv"", ""companies_path"": ""companies\\ILAG""}"
INLF,0001991592,INLIF LIMITED,CYM,Cayman Islands,Limited,2025.0,000121390025036061.html,DEI|CIK|20-F,"{""dei_path"": ""data\\intermediate\\dei_facts_20251120.csv"", ""cik_path"": ""data\\intermediate\\cik_map_20251120.csv"", ""companies_path"": ""companies\\INLF""}"
IQ,0001722608,"iQIYI, Inc.",CYM,Cayman Islands,Corporation,2025.0,000095017025045691.html,DEI|CIK|20-F,"{""dei_path"": ""data\\intermediate\\dei_facts_20251120.csv"", ""cik_path"": ""data\\intermediate\\cik_map_20251120.csv"", ""companies_path"": ""companies\\IQ""}"
ITP,0001358190,"IT TECH PACKAGING, INC.",USA,NV,,,,submissions|DEI|CIK,"{""submissions_path"": ""data\\raw\\EDGAR\\ITP\\submissions.json"", ""dei_path"": ""data\\intermediate\\dei_facts_20251120.csv"", ""cik_path"": ""data\\intermediate\\cik_map_20251120.csv""}"
IZM,0001854572,ICZOOM GROUP INC.,CYM,Cayman Islands,Corporation,2024.0,000121390024090763.html,DEI|CIK|20-F,"{""dei_path"": ""data\\intermediate\\dei_facts_20251120.csv"", ""cik_path"": ""data\\intermediate\\cik_map_20251120.csv"", ""companies_path"": ""companies\\IZM""}"
JD,0001549802,"JD.com, Inc.",CYM,Cayman Islands,Corporation,2025.0,000119312525083473.html,DEI|CIK|20-F,"{""dei_path"": ""data\\intermediate\\dei_facts_20251120.csv"", ""cik_path"": ""data\\intermediate\\cik_map_20251120.csv"", ""companies_path"": ""companies\\JD""}"
JDZG,0001976908,JIADE LIMITED,CYM,Cayman Islands,Limited,2025.0,000141057825000919.html,DEI|CIK|20-F,"{""dei_path"": ""data\\intermediate\\dei_facts_20251120.csv"", ""cik_path"": ""data\\intermediate\\cik_map_20251120.csv"", ""companies_path"": ""companies\\JDZG""}"
JFIN,0001743102,Jiayin Group Inc.,CHN,People's Republic of China,Corporation,2025.0,000095017025058942.html,DEI|CIK|20-F,"{""dei_path"": ""data\\intermediate\\dei_facts_20251120.csv"", ""cik_path"": ""data\\intermediate\\cik_map_20251120.csv"", ""companies_path"": ""companies\\JFIN""}"
JFU,0001619544,9F Inc.,CYM,Cayman Islands,Corporation,2025.0,000121390025073649.html,DEI|CIK|20-F,"{""dei_path"": ""data\\intermediate\\dei_facts_20251120.csv"", ""cik_path"": ""data\\intermediate\\cik_map_20251120.csv"", ""companies_path"": ""companies\\JFU""}"
JG,0001737339,Aurora Mobile Limited,CYM,Cayman Islands,Limited,2025.0,000141057825000628.html,DEI|CIK|20-F,"{""dei_path"": ""data\\intermediate\\dei_facts_20251120.csv"", ""cik_path"": ""data\\intermediate\\cik_map_20251120.csv"", ""companies_path"": ""companies\\JG""}"
JKS,0001481513,"JinkoSolar Holding Co., Ltd.",CYM,Cayman Islands,Limited,2025.0,000141057825000970.html,DEI|CIK|20-F,"{""dei_path"": ""data\\intermediate\\dei_facts_20251120.csv"", ""cik_path"": ""data\\intermediate\\cik_map_20251120.csv"", ""companies_path"": ""companies\\JKS""}"
JWEL,0001805594,Jowell Global Ltd.,CYM,Cayman Islands,Limited,2025.0,000121390025041556.html,DEI|CIK|20-F,"{""dei_path"": ""data\\intermediate\\dei_facts_20251120.csv"", ""cik_path"": ""data\\intermediate\\cik_map_20251120.csv"", ""companies_path"": ""companies\\JWEL""}"
JXG,0001546383,JX Luxventure group inc.,MHL,Marshall Islands,Corporation,2025.0,000121390025043744.html,DEI|CIK|20-F,"{""dei_path"": ""data\\intermediate\\dei_facts_20251120.csv"", ""cik_path"": ""data\\intermediate\\cik_map_20251120.csv"", ""companies_path"": ""companies\\JXG""}"
JYD,0001938186,Jayud Global Logistics Limited,CYM,Cayman Islands,Limited,2025.0,000121390025034179.html,DEI|CIK|20-F,"{""dei_path"": ""data\\intermediate\\dei_facts_20251120.csv"", ""cik_path"": ""data\\intermediate\\cik_map_20251120.csv"", ""companies_path"": ""companies\\JYD""}"
JZ,0001852440,Jianzhi Education Technology Group Company Limited,CYM,Cayman Islands,Limited,2025.0,000121390025037744.html,DEI|CIK|20-F,"{""dei_path"": ""data\\intermediate\\dei_facts_20251120.csv"", ""cik_path"": ""data\\intermediate\\cik_map_20251120.csv"", ""companies_path"": ""companies\\JZ""}"
JZXN,0001816172,Jiuzi Holdings Inc.,CYM,Cayman Islands,Corporation,2025.0,000121390025019083.html,DEI|CIK|20-F,"{""dei_path"": ""data\\intermediate\\dei_facts_20251120.csv"", ""cik_path"": ""data\\intermediate\\cik_map_20251120.csv"", ""companies_path"": ""companies\\JZXN""}"
KC,0001795589,Kingsoft Cloud Holdings Ltd,CYM,Cayman Islands,Limited,2025.0,000141057825000732.html,DEI|CIK|20-F,"{""dei_path"": ""data\\intermediate\\dei_facts_20251120.csv"", ""cik_path"": ""data\\intermediate\\cik_map_20251120.csv"", ""companies_path"": ""companies\\KC""}"
KNDI,0001720250,"Kandi Technologies Group, Inc.",VGB,British Virgin Islands,Corporation,2025.0,000121390025036190.html,DEI|CIK|20-F,"{""dei_path"": ""data\\intermediate\\dei_facts_20251120.csv"", ""cik_path"": ""data\\intermediate\\cik_map_20251120.csv"", ""companies_path"": ""companies\\KNDI""}"
KRKR,0001779476,36Kr Holdings Inc.,CYM,Cayman Islands,Corporation,2025.0,000141057825000775.html,DEI|CIK|20-F,"{""dei_path"": ""data\\intermediate\\dei_facts_20251120.csv"", ""cik_path"": ""data\\intermediate\\cik_map_20251120.csv"", ""companies_path"": ""companies\\KRKR""}"
KUKE,0001809158,Kuke Music Holding Limited,CYM,Cayman Islands,Limited,2025.0,000121390025044411.html,DEI|CIK|20-F,"{""dei_path"": ""data\\intermediate\\dei_facts_20251120.csv"", ""cik_path"": ""data\\intermediate\\cik_map_20251120.csv"", ""companies_path"": ""companies\\KUKE""}"
KXIN,0001713539,Kaixin Holdings,CYM,Cayman Islands,,2025.0,000141057825000574.html,DEI|CIK|20-F,"{""dei_path"": ""data\\intermediate\\dei_facts_20251120.csv"", ""cik_path"": ""data\\intermediate\\cik_map_20251120.csv"", ""companies_path"": ""companies\\KXIN""}"
LBGJ,0001896425,Li Bang International Corporation Inc.,CYM,Cayman Islands,Corporation,2024.0,000121390024095922.html,DEI|CIK|20-F,"{""dei_path"": ""data\\intermediate\\dei_facts_20251120.csv"", ""cik_path"": ""data\\intermediate\\cik_map_20251120.csv"", ""companies_path"": ""companies\\LBGJ""}"
LGCL,0001954694,Lucas GC Limited,CYM,Cayman Islands,Limited,2025.0,000164117225001706.html,DEI|CIK|20-F,"{""dei_path"": ""data\\intermediate\\dei_facts_20251120.csv"", ""cik_path"": ""data\\intermediate\\cik_map_20251120.csv"", ""companies_path"": ""companies\\LGCL""}"
LI,0001791706,Li Auto Inc.,CYM,Cayman Islands,Corporation,2025.0,000141057825000678.html,DEI|CIK|20-F,"{""dei_path"": ""data\\intermediate\\dei_facts_20251120.csv"", ""cik_path"": ""data\\intermediate\\cik_map_20251120.csv"", ""companies_path"": ""companies\\LI""}"
LICN,0001876766,Lichen International Limited,CYM,Cayman Islands,Limited,2025.0,000121390025036244.html,DEI|CIK|20-F,"{""dei_path"": ""data\\intermediate\\dei_facts_20251120.csv"", ""cik_path"": ""data\\intermediate\\cik_map_20251120.csv"", ""companies_path"": ""companies\\LICN""}"
LOBO,0001932072,LOBO EV TECHNOLOGIES LTD.,VGB,British Virgin Islands,Limited,2025.0,000164117225006462.html,DEI|CIK|20-F,"{""dei_path"": ""data\\intermediate\\dei_facts_20251120.csv"", ""cik_path"": ""data\\intermediate\\cik_map_20251120.csv"", ""companies_path"": ""companies\\LOBO""}"
LSE,0001985139,"Leishen Energy Holding Co., Ltd.",CYM,Cayman Islands,Limited,2025.0,000149315225006894.html,DEI|CIK|20-F,"{""dei_path"": ""data\\intermediate\\dei_facts_20251120.csv"", ""cik_path"": ""data\\intermediate\\cik_map_20251120.csv"", ""companies_path"": ""companies\\LSE""}"
LU,0001816007,Lufax Holding Ltd,CYM,Cayman Islands,Limited,2024.0,000119312524106025.html,DEI|CIK|20-F,"{""dei_path"": ""data\\intermediate\\dei_facts_20251120.csv"", ""cik_path"": ""data\\intermediate\\cik_map_20251120.csv"", ""companies_path"": ""companies\\LU""}"
LUD,0001984124,LUDA TECHNOLOGY GROUP LIMITED,CYM,Cayman Islands,Limited,2025.0,000121390025037162.html,DEI|CIK|20-F,"{""dei_path"": ""data\\intermediate\\dei_facts_20251120.csv"", ""cik_path"": ""data\\intermediate\\cik_map_20251120.csv"", ""companies_path"": ""companies\\LUD""}"
LX,0001708259,LexinFintech Holdings Ltd.,CYM,Cayman Islands,Limited,2025.0,000095017025055749.html,DEI|CIK|20-F,"{""dei_path"": ""data\\intermediate\\dei_facts_20251120.csv"", ""cik_path"": ""data\\intermediate\\cik_map_20251120.csv"", ""companies_path"": ""companies\\LX""}"
LXEH,0001814067,"Lixiang Education Holding Co., Ltd.",CYM,Cayman Islands,Limited,2025.0,000121390025037081.html,DEI|CIK|20-F,"{""dei_path"": ""data\\intermediate\\dei_facts_20251120.csv"", ""cik_path"": ""data\\intermediate\\cik_map_20251120.csv"", ""companies_path"": ""companies\\LXEH""}"
LZMH,0001967397,LZ Technology Holdings Limited,CYM,Cayman Islands,Limited,2025.0,000121390025055265.html,DEI|CIK|20-F,"{""dei_path"": ""data\\intermediate\\dei_facts_20251120.csv"", ""cik_path"": ""data\\intermediate\\cik_map_20251120.csv"", ""companies_path"": ""companies\\LZMH""}"
MASK,0001993097,3 E Network Technology Group Ltd,VGB,"Virgin Islands, British",,,,submissions|DEI|CIK,"{""submissions_path"": ""data\\raw\\EDGAR\\MASK\\submissions.json"", ""dei_path"": ""data\\intermediate\\dei_facts_20251120.csv"", ""cik_path"": ""data\\intermediate\\cik_map_20251120.csv""}"
MATH,0001682241,Metalpha Technology Holding Limited,CYM,Cayman Islands,Limited,2025.0,000121390025069404.html,DEI|CIK|20-F,"{""dei_path"": ""data\\intermediate\\dei_facts_20251120.csv"", ""cik_path"": ""data\\intermediate\\cik_map_20251120.csv"", ""companies_path"": ""companies\\MATH""}"
MFH,0001527762,Mercurity Fintech Holding Inc.,CYM,Cayman Islands,Corporation,2025.0,000164117225007755.html,DEI|CIK|20-F,"{""dei_path"": ""data\\intermediate\\dei_facts_20251120.csv"", ""cik_path"": ""data\\intermediate\\cik_map_20251120.csv"", ""companies_path"": ""companies\\MFH""}"
MGIH,0001903995,Millennium Group International Holdings Limited,CYM,Cayman Islands,Limited,2024.0,000121390024091945.html,DEI|CIK|20-F,"{""dei_path"": ""data\\intermediate\\dei_facts_20251120.csv"", ""cik_path"": ""data\\intermediate\\cik_map_20251120.csv"", ""companies_path"": ""companies\\MGIH""}"
MHUA,0001835615,"MEIHUA INTERNATIONAL MEDICAL TECHNOLOGIES cO., LTD.",CYM,Cayman Islands,Limited,2025.0,000121390025035216.html,DEI|CIK|20-F,"{""dei_path"": ""data\\intermediate\\dei_facts_20251120.csv"", ""cik_path"": ""data\\intermediate\\cik_map_20251120.csv"", ""companies_path"": ""companies\\MHUA""}"
MNSO,0001815846,MINISO Group Holding Limited,CYM,Cayman Islands,Limited,2025.0,000141057825000858.html,DEI|CIK|20-F,"{""dei_path"": ""data\\intermediate\\dei_facts_20251120.csv"", ""cik_path"": ""data\\intermediate\\cik_map_20251120.csv"", ""companies_path"": ""companies\\MNSO""}"
MOMO,0001610601,Hello Group Inc.,CYM,Cayman Islands,Corporation,2025.0,000119312525098265.html,DEI|CIK|20-F,"{""dei_path"": ""data\\intermediate\\dei_facts_20251120.csv"", ""cik_path"": ""data\\intermediate\\cik_map_20251120.csv"", ""companies_path"": ""companies\\MOMO""}"
MSC,0001713334,STUDIO CITY INTERNATIONAL HOLDINGS LIMITED,CYM,Cayman Islands,Limited,2025.0,000119312525059760.html,DEI|CIK|20-F,"{""dei_path"": ""data\\intermediate\\dei_facts_20251120.csv"", ""cik_path"": ""data\\intermediate\\cik_map_20251120.csv"", ""companies_path"": ""companies\\MSC""}"
MTC,0001742518,"MMTEC, INC.",VGB,British Virgin Islands,Corporation,2025.0,000121390025030342.html,DEI|CIK|20-F,"{""dei_path"": ""data\\intermediate\\dei_facts_20251120.csv"", ""cik_path"": ""data\\intermediate\\cik_map_20251120.csv"", ""companies_path"": ""companies\\MTC""}"
MTEN,0001948099,Mingteng International Corporation Inc.,CYM,Cayman Islands,Corporation,2025.0,000121390025037714.html,DEI|CIK|20-F,"{""dei_path"": ""data\\intermediate\\dei_facts_20251120.csv"", ""cik_path"": ""data\\intermediate\\cik_map_20251120.csv"", ""companies_path"": ""companies\\MTEN""}"
NAAS,0001712178,NaaS Technology Inc.,CYM,Cayman Islands,Corporation,2025.0,000141057825001444.html,DEI|CIK|20-F,"{""dei_path"": ""data\\intermediate\\dei_facts_20251120.csv"", ""cik_path"": ""data\\intermediate\\cik_map_20251120.csv"", ""companies_path"": ""companies\\NAAS""}"
NAMI,0001967631,Jinxin Technology Holding Company,CYM,Cayman Islands,,2025.0,000121390025033131.html,DEI|CIK|20-F,"{""dei_path"": ""data\\intermediate\\dei_facts_20251120.csv"", ""cik_path"": ""data\\intermediate\\cik_map_20251120.csv"", ""companies_path"": ""companies\\NAMI""}"
NCTY,0001296774,The9 LTD,CYM,Cayman Islands,Limited,2025.0,000141057825000945.html,DEI|CIK|20-F,"{""dei_path"": ""data\\intermediate\\dei_facts_20251120.csv"", ""cik_path"": ""data\\intermediate\\cik_map_20251120.csv"", ""companies_path"": ""companies\\NCTY""}"
NIO,0001736541,NIO Inc.,CYM,Cayman Islands,Corporation,2025.0,000141057825000661.html,DEI|CIK|20-F,"{""dei_path"": ""data\\intermediate\\dei_facts_20251120.csv"", ""cik_path"": ""data\\intermediate\\cik_map_20251120.csv"", ""companies_path"": ""companies\\NIO""}"
NISN,0001603993,"NISUN INTERNATIONAL ENTERPRISE DEVELOPMENT GROUP CO., LTD",VGB,British Virgin Islands,Limited,2025.0,000121390025036787.html,DEI|CIK|20-F,"{""dei_path"": ""data\\intermediate\\dei_facts_20251120.csv"", ""cik_path"": ""data\\intermediate\\cik_map_20251120.csv"", ""companies_path"": ""companies\\NISN""}"
NIU,0001744781,Niu Technologies,CYM,Cayman Islands,,2025.0,000141057825000798.html,DEI|CIK|20-F,"{""dei_path"": ""data\\intermediate\\dei_facts_20251120.csv"", ""cik_path"": ""data\\intermediate\\cik_map_20251120.csv"", ""companies_path"": ""companies\\NIU""}"
NOAH,0001499543,Noah Holdings Ltd,CYM,Cayman Islands,Limited,2025.0,000141057825000852.html,DEI|CIK|20-F,"{""dei_path"": ""data\\intermediate\\dei_facts_20251120.csv"", ""cik_path"": ""data\\intermediate\\cik_map_20251120.csv"", ""companies_path"": ""companies\\NOAH""}"
NTCL,0001927578,NETCLASS TECHNOLOGY INC,CYM,Cayman Islands,Corporation,2025.0,000141057825000153.html,DEI|CIK|20-F,"{""dei_path"": ""data\\intermediate\\dei_facts_20251120.csv"", ""cik_path"": ""data\\intermediate\\cik_map_20251120.csv"", ""companies_path"": ""companies\\NTCL""}"
NTES,0001110646,"NETEASE, INC.",CYM,Cayman Islands,Corporation,2025.0,000141057825000728.html,DEI|CIK|20-F,"{""dei_path"": ""data\\intermediate\\dei_facts_20251120.csv"", ""cik_path"": ""data\\intermediate\\cik_map_20251120.csv"", ""companies_path"": ""companies\\NTES""}"
NXTT,0001784970,Next Technology Holding Inc.,USA,WY,,,,submissions|DEI|CIK,"{""submissions_path"": ""data\\raw\\EDGAR\\NXTT\\submissions.json"", ""dei_path"": ""data\\intermediate\\dei_facts_20251120.csv"", ""cik_path"": ""data\\intermediate\\cik_map_20251120.csv""}"
OCFT,0001780531,"OneConnect Financial Technology Co., Ltd.",CYM,Cayman Islands,Limited,2025.0,000141057825000855.html,DEI|CIK|20-F,"{""dei_path"": ""data\\intermediate\\dei_facts_20251120.csv"", ""cik_path"": ""data\\intermediate\\cik_map_20251120.csv"", ""companies_path"": ""companies\\OCFT""}"
OCG,0001776067,"Oriental Culture Holding, LTD.",CYM,Cayman Islands,Limited,2025.0,000121390025043484.html,DEI|CIK|20-F,"{""dei_path"": ""data\\intermediate\\dei_facts_20251120.csv"", ""cik_path"": ""data\\intermediate\\cik_map_20251120.csv"", ""companies_path"": ""companies\\OCG""}"
ONC,0001651308,BeOne Medicines Ltd.,,,,,,submissions|DEI|CIK,"{""submissions_path"": ""data\\raw\\EDGAR\\ONC\\submissions.json"", ""dei_path"": ""data\\intermediate\\dei_facts_20251120.csv"", ""cik_path"": ""data\\intermediate\\cik_map_20251120.csv""}"
ORIS,0001964664,ORIENTAL RISE HOLDINGS LIMITED,CYM,Cayman Islands,Limited,2025.0,000121390025037481.html,DEI|CIK|20-F,"{""dei_path"": ""data\\intermediate\\dei_facts_20251120.csv"", ""cik_path"": ""data\\intermediate\\cik_map_20251120.csv"", ""companies_path"": ""companies\\ORIS""}"
OST,0001803407,"Ostin Technology Group Co., Ltd.",CYM,Cayman Islands,Limited,2025.0,000121390025007016.html,DEI|CIK|20-F,"{""dei_path"": ""data\\intermediate\\dei_facts_20251120.csv"", ""cik_path"": ""data\\intermediate\\cik_map_20251120.csv"", ""companies_path"": ""companies\\OST""}"
PAVS,0001751876,Paranovus Entertainment Technology Ltd.,CYM,Cayman Islands,Limited,2025.0,000192998025000590.html,DEI|CIK|20-F,"{""dei_path"": ""data\\intermediate\\dei_facts_20251120.csv"", ""cik_path"": ""data\\intermediate\\cik_map_20251120.csv"", ""companies_path"": ""companies\\PAVS""}"
PDD,0001737806,PDD Holdings Inc.,CYM,Cayman Islands,Corporation,2025.0,000141057825000951.html,DEI|CIK|20-F,"{""dei_path"": ""data\\intermediate\\dei_facts_20251120.csv"", ""cik_path"": ""data\\intermediate\\cik_map_20251120.csv"", ""companies_path"": ""companies\\PDD""}"
PETZ,0001684425,"TDH Holdings, Inc.",VGB,British Virgin Islands,Corporation,2025.0,000121390025035775.html,DEI|CIK|20-F,"{""dei_path"": ""data\\intermediate\\dei_facts_20251120.csv"", ""cik_path"": ""data\\intermediate\\cik_map_20251120.csv"", ""companies_path"": ""companies\\PETZ""}"
PHH,0001986247,"Park Ha Biological Technology Co., Ltd.",CYM,Cayman Islands,Limited,2025.0,000121390025016603.html,DEI|CIK|20-F,"{""dei_path"": ""data\\intermediate\\dei_facts_20251120.csv"", ""cik_path"": ""data\\intermediate\\cik_map_20251120.csv"", ""companies_path"": ""companies\\PHH""}"
PLAG,0001117057,Planet Green Holdings Corp.,USA,NV,,,,submissions|DEI|CIK,"{""submissions_path"": ""data\\raw\\EDGAR\\PLAG\\submissions.json"", ""dei_path"": ""data\\intermediate\\dei_facts_20251120.csv"", ""cik_path"": ""data\\intermediate\\cik_map_20251120.csv""}"
PONY,0001969302,Pony AI Inc.,CYM,Cayman Islands,Corporation,2025.0,000141057825000895.html,DEI|CIK|20-F,"{""dei_path"": ""data\\intermediate\\dei_facts_20251120.csv"", ""cik_path"": ""data\\intermediate\\cik_map_20251120.csv"", ""companies_path"": ""companies\\PONY""}"
PT,0001716338,Pintec Technology Holdings Limited,CYM,Cayman Islands,Limited,2025.0,000141057825000773.html,DEI|CIK|20-F,"{""dei_path"": ""data\\intermediate\\dei_facts_20251120.csv"", ""cik_path"": ""data\\intermediate\\cik_map_20251120.csv"", ""companies_path"": ""companies\\PT""}"
PTHL,0001970544,Pheton Holdings Ltd,CYM,Cayman Islands,Limited,2025.0,000121390025025558.html,DEI|CIK|20-F,"{""dei_path"": ""data\\intermediate\\dei_facts_20251120.csv"", ""cik_path"": ""data\\intermediate\\cik_map_20251120.csv"", ""companies_path"": ""companies\\PTHL""}"
QD,0001692705,Qudian Inc.,CYM,Cayman Islands,Corporation,2025.0,000141057825000822.html,DEI|CIK|20-F,"{""dei_path"": ""data\\intermediate\\dei_facts_20251120.csv"", ""cik_path"": ""data\\intermediate\\cik_map_20251120.csv"", ""companies_path"": ""companies\\QD""}"
QFIN,0001741530,"Qifu Technology, Inc.",CYM,Cayman Islands,Corporation,2025.0,000141057825000441.html,DEI|CIK|20-F,"{""dei_path"": ""data\\intermediate\\dei_facts_20251120.csv"", ""cik_path"": ""data\\intermediate\\cik_map_20251120.csv"", ""companies_path"": ""companies\\QFIN""}"
QH,0001781193,QUHUO Ltd,CYM,Cayman Islands,Limited,2025.0,000141057825001049.html,DEI|CIK|20-F,"{""dei_path"": ""data\\intermediate\\dei_facts_20251120.csv"", ""cik_path"": ""data\\intermediate\\cik_map_20251120.csv"", ""companies_path"": ""companies\\QH""}"
QSG,0001932770,QuantaSing Group Limited,CYM,Cayman Islands,Limited,2024.0,000121390024073574.html,DEI|CIK|20-F,"{""dei_path"": ""data\\intermediate\\dei_facts_20251120.csv"", ""cik_path"": ""data\\intermediate\\cik_map_20251120.csv"", ""companies_path"": ""companies\\QSG""}"
RAYA,0001825875,Erayak Power Solution Group Inc.,CYM,Cayman Islands,Corporation,2025.0,000121390025034605.html,DEI|CIK|20-F,"{""dei_path"": ""data\\intermediate\\dei_facts_20251120.csv"", ""cik_path"": ""data\\intermediate\\cik_map_20251120.csv"", ""companies_path"": ""companies\\RAYA""}"
RCON,0001442620,"RECON TECHNOLOGY, LTD",CYM,Cayman Islands,Limited,2024.0,000141057824001721.html,DEI|CIK|20-F,"{""dei_path"": ""data\\intermediate\\dei_facts_20251120.csv"", ""cik_path"": ""data\\intermediate\\cik_map_20251120.csv"", ""companies_path"": ""companies\\RCON""}"
RDGT,0001856084,"Ridgetech, Inc.",CYM,Cayman Islands,Corporation,2025.0,000121390025067924.html,DEI|CIK|20-F,"{""dei_path"": ""data\\intermediate\\dei_facts_20251120.csv"", ""cik_path"": ""data\\intermediate\\cik_map_20251120.csv"", ""companies_path"": ""companies\\RDGT""}"
RERE,0001838957,ATRenew Inc.,CYM,Cayman Islands,Corporation,2025.0,000095017025053014.html,DEI|CIK|20-F,"{""dei_path"": ""data\\intermediate\\dei_facts_20251120.csv"", ""cik_path"": ""data\\intermediate\\cik_map_20251120.csv"", ""companies_path"": ""companies\\RERE""}"
RETO,0001687277,"RETO ECO-SOLUTIONS, INC.",VGB,British Virgin Islands,Corporation,2025.0,000121390025041195.html,DEI|CIK|20-F,"{""dei_path"": ""data\\intermediate\\dei_facts_20251120.csv"", ""cik_path"": ""data\\intermediate\\cik_map_20251120.csv"", ""companies_path"": ""companies\\RETO""}"
SEED,0001321851,Origin Agritech Limited,VGB,British Virgin Islands,Limited,2025.0,000141057825000111.html,DEI|CIK|20-F,"{""dei_path"": ""data\\intermediate\\dei_facts_20251120.csv"", ""cik_path"": ""data\\intermediate\\cik_map_20251120.csv"", ""companies_path"": ""companies\\SEED""}"
SFHG,0001926792,SAMFINE CREATION HOLDINGS GROUP LIMITED,CYM,C ayman Islands,Limited,2025.0,000121390025032249.html,DEI|CIK|20-F,"{""dei_path"": ""data\\intermediate\\dei_facts_20251120.csv"", ""cik_path"": ""data\\intermediate\\cik_map_20251120.csv"", ""companies_path"": ""companies\\SFHG""}"
