parent_ticker,parent_cik10,accession,exhibit_year,address_raw,address_type,source_path,parse_confidence,address_note
TAOP,0001552670,0001641172-25-006699,2024,"21ST FLOOR, EVERBRIGHT BANK BUILDING, ZHUZILIN, FUTIAN DISTRICT, GUANGDONG, SHENZHEN F4 518040",principal_office,https://www.sec.gov/cgi-bin/viewer?action=view&cik=0001552670&accession_number=0001641172-25-006699&xbrl_type=r,High,(86) 755-8831-9888
TANH,0001588084,0001477932-25-003802,2024,"NO. 10 CEN SHAN RD, SHUIGE INDTRL ZONE, LISHUI CITY, ZHEJIANG F4 323000, 86 578 226 2309",principal_office,https://www.sec.gov/cgi-bin/viewer?action=view&cik=0001588084&accession_number=0001477932-25-003802&xbrl_type=r,High,
JXG,0001546383,0001213900-25-043744,2024,"BIN HAI DA DAO NO. 270, LANG QIN WAN GUO, JI DU JIA CUN ZONG HE LOU, XIU YING DIST, HAIKOU CITY, HAINAN PROVINCE F4 570100",principal_office,https://www.sec.gov/cgi-bin/viewer?action=view&cik=0001546383&accession_number=0001213900-25-043744&xbrl_type=r,High,(86) 595 8889 6198
BAOS,0001811216,0001410578-25-000994,2024,"EAST FLOOR 5, BUILDING NO. 8, XISHANHUI SHIJINGSHAN DISTRICT, BEIJING F4 100041",principal_office,https://www.sec.gov/cgi-bin/viewer?action=view&cik=0001811216&accession_number=0001410578-25-000994&xbrl_type=r,High,(86) 010-82088021
ITP,0001358190,,,,other,https://www.sec.gov/cgi-bin/browse-edgar?CIK=0001358190&action=filing,Low,
NXTT,0001784970,,,,other,https://www.sec.gov/cgi-bin/browse-edgar?CIK=0001784970&action=filing,Low,
LICN,0001876766,0001213900-25-036244,2024,"B2306, BLOCK B TOWER 3,, JINJIANG WANDA PLAZA COMMERCIAL COMPLEX, JINJIANG CITY, FUJIAN PROVINCE F4 00000",principal_office,https://www.sec.gov/cgi-bin/viewer?action=view&cik=0001876766&accession_number=0001213900-25-036244&xbrl_type=r,High,(86) 4008350088
TCTM,PENDING,,,,other,,Low,
CNET,0001376321,,,,other,https://www.sec.gov/cgi-bin/browse-edgar?CIK=0001376321&action=filing,Low,
IFBD,0001815566,0001731122-25-000559,2024,"UNIT 532A, 5/F, CR BLD 2, 1 SCIENCE PARK, WEST AVENUE, HONG KONG SCNC PARK, TAI PO, N.T. HONG KONG K3 000000, 8601052411819",principal_office,https://www.sec.gov/cgi-bin/viewer?action=view&cik=0001815566&accession_number=0001731122-25-000559&xbrl_type=r,High,
BQ,0001815021,0001213900-25-065802,2025,"FLOOR 6, BUILDING 1, NO. 399, SHENGXIA ROAD, PUDONG NEW DISTRICT, SHANGHAI",principal_office,https://www.sec.gov/cgi-bin/viewer?action=view&cik=0001815021&accession_number=0001213900-25-065802&xbrl_type=r,High,86-21-6109-6226
EZGO,0001806904,0001213900-25-004698,2024,"BUIDLING A FLOOR 2, WUJIN DISTRICT CHANGZHOU CITY F4 213164, 8651983683805",principal_office,https://www.sec.gov/cgi-bin/viewer?action=view&cik=0001806904&accession_number=0001213900-25-004698&xbrl_type=r,High,
UOKA,0001741534,0001410578-25-000719,2024,"FERNIE CASTLE, LETHAM, CUPAR X0 KY15 7RU",principal_office,https://www.sec.gov/cgi-bin/viewer?action=view&cik=0001741534&accession_number=0001410578-25-000719&xbrl_type=r,High,44-01337 829349
TC,0001743340,0001013762-25-004225,2024,"9F, RUIHAI BUILDING, NO. 21 YANGFANGDIAN ROAD, BEIJING F4 100038, 00861063998902",principal_office,https://www.sec.gov/cgi-bin/viewer?action=view&cik=0001743340&accession_number=0001013762-25-004225&xbrl_type=r,High,
SXTC,0001723980,0001213900-25-069688,2025,"178 TAIDONG ROAD NORTH, TAIZHOU F4 225300, 8652386298290",principal_office,https://www.sec.gov/cgi-bin/viewer?action=view&cik=0001723980&accession_number=0001213900-25-069688&xbrl_type=r,High,
UPC,0001809616,0001213900-25-036798,2024,"265 JINGJIU AVENUE, JINGGANGSHAN ECON. AND TECH. DEV. ZONE, JI'AN, JIANGXI F4 343100",principal_office,https://www.sec.gov/cgi-bin/viewer?action=view&cik=0001809616&accession_number=0001213900-25-036798&xbrl_type=r,High,86-0796-8403309
KXIN,0001713539,0001410578-25-000574,2024,"DONGJIN INTERNATIONAL CENTER, BUILDING A, UNIT 903, CHAOYANG DISTRICT, BEIJING F4 100022, 86 1067204948",principal_office,https://www.sec.gov/cgi-bin/viewer?action=view&cik=0001713539&accession_number=0001410578-25-000574&xbrl_type=r,High,
UK,0001821424,0001213900-25-036276,2024,"FLOOR 8, TOWER D, NO.2 GUANG HUA ROAD, CHAOYANG DISTRICT, BEIJING F4 100026",principal_office,https://www.sec.gov/cgi-bin/viewer?action=view&cik=0001821424&accession_number=0001213900-25-036276&xbrl_type=r,High,86 (10) 6506-7789
XTKG,0001754323,0001213900-25-035626,2024,"SUITE 412, TOWER A, TAI SENG EXCHANGE, ONE TAI SENG AVENUE, SINGAPORE U0 536464",principal_office,https://www.sec.gov/cgi-bin/viewer?action=view&cik=0001754323&accession_number=0001213900-25-035626&xbrl_type=r,High,86-756-339-5666
